station_id,last_contact,has_valid_data,last_error
3910,2026-03-01T22:08:11.192727+00:00,True,
56192,2026-03-01T22:09:21.383670+00:00,True,
MitaHillsDam,2026-03-01T22:10:34.030481+00:00,True,
Table2m,2026-03-01T22:15:18.073035+00:00,True,
